@RELATION Prueva_3_Filtrados_Clase_2

@ATTRIBUTE dist_nearest_ghost_x REAL
@ATTRIBUTE dist_nearest_ghost_y REAL
@ATTRIBUTE action {East,West}

@DATA
0.6818181818181818,0.7142857142857143,East
0.6818181818181818,0.7142857142857143,East
0.6818181818181818,0.7142857142857143,East
0.6818181818181818,0.7142857142857143,East
0.6818181818181818,0.7142857142857143,East
0.6818181818181818,0.7142857142857143,East
0.7272727272727273,0.7142857142857143,East
0.7272727272727273,0.7142857142857143,East
0.7272727272727273,0.7142857142857143,East
0.7272727272727273,0.7142857142857143,East
0.7272727272727273,0.7142857142857143,East
0.6818181818181818,0.7142857142857143,East
0.6818181818181818,0.7142857142857143,East
0.6818181818181818,0.7142857142857143,East
0.6818181818181818,0.7142857142857143,East
0.6818181818181818,0.7142857142857143,East
0.6818181818181818,0.7619047619047619,East
0.6818181818181818,0.7619047619047619,East
0.6818181818181818,0.7619047619047619,East
0.6818181818181818,0.7619047619047619,East
0.6818181818181818,0.7619047619047619,East
0.6818181818181818,0.7142857142857143,East
0.6818181818181818,0.7142857142857143,East
0.6818181818181818,0.7142857142857143,East
0.6818181818181818,0.7142857142857143,East
0.6818181818181818,0.7142857142857143,East
0.6818181818181818,0.7142857142857143,East
0.6818181818181818,0.7142857142857143,East
0.6818181818181818,0.7142857142857143,East
0.6818181818181818,0.7142857142857143,East
0.6818181818181818,0.7142857142857143,East
0.6818181818181818,0.6666666666666667,East
0.6818181818181818,0.6666666666666667,East
0.6818181818181818,0.6666666666666667,East
0.6818181818181818,0.6666666666666667,East
0.6818181818181818,0.6666666666666667,East
0.7272727272727273,0.6190476190476191,East
0.7272727272727273,0.6190476190476191,East
0.7272727272727273,0.6190476190476191,East
0.7272727272727273,0.6190476190476191,East
0.7272727272727273,0.6190476190476191,East
0.7272727272727273,0.5238095238095238,East
0.7272727272727273,0.5238095238095238,East
0.7272727272727273,0.5238095238095238,East
0.7272727272727273,0.5238095238095238,East
0.7272727272727273,0.5238095238095238,East
0.6818181818181818,0.4761904761904762,East
0.6818181818181818,0.4761904761904762,East
0.6818181818181818,0.4761904761904762,East
0.6818181818181818,0.4761904761904762,East
0.6818181818181818,0.4761904761904762,East
0.6818181818181818,0.4761904761904762,East
0.6818181818181818,0.4761904761904762,East
0.6818181818181818,0.4761904761904762,East
0.6818181818181818,0.4761904761904762,East
0.6818181818181818,0.4761904761904762,East
0.6363636363636364,0.4285714285714286,East
0.6363636363636364,0.4285714285714286,East
0.6363636363636364,0.4285714285714286,East
0.6363636363636364,0.4285714285714286,East
0.6363636363636364,0.4285714285714286,East
0.6363636363636364,0.4285714285714286,East
0.6363636363636364,0.4285714285714286,East
0.6363636363636364,0.4285714285714286,East
0.6363636363636364,0.4285714285714286,East
0.6363636363636364,0.4285714285714286,East
0.5909090909090909,0.4761904761904762,East
0.5909090909090909,0.4761904761904762,East
0.5909090909090909,0.4761904761904762,East
0.5909090909090909,0.4761904761904762,East
0.5909090909090909,0.4761904761904762,East
0.5454545454545454,0.5238095238095238,East
0.5454545454545454,0.5238095238095238,East
0.5454545454545454,0.5238095238095238,East
0.5454545454545454,0.5238095238095238,East
0.5454545454545454,0.5238095238095238,East
0.5454545454545454,0.5714285714285714,East
0.5454545454545454,0.5714285714285714,East
0.5454545454545454,0.5714285714285714,East
0.5454545454545454,0.5714285714285714,East
0.5454545454545454,0.5714285714285714,East
0.5454545454545454,0.6190476190476191,East
0.5454545454545454,0.6190476190476191,East
0.5454545454545454,0.6190476190476191,East
0.5454545454545454,0.6190476190476191,East
0.5454545454545454,0.6190476190476191,East
0.5909090909090909,0.6190476190476191,East
0.5909090909090909,0.6190476190476191,East
0.5909090909090909,0.6190476190476191,East
0.5909090909090909,0.6190476190476191,East
0.5909090909090909,0.6190476190476191,East
0.6363636363636364,0.5714285714285714,East
0.6363636363636364,0.5714285714285714,East
0.6363636363636364,0.5714285714285714,East
0.6363636363636364,0.5714285714285714,East
0.6363636363636364,0.5714285714285714,East
0.6363636363636364,0.5714285714285714,East
0.6363636363636364,0.5714285714285714,East
0.6363636363636364,0.5714285714285714,East
0.6363636363636364,0.5714285714285714,East
0.6363636363636364,0.5714285714285714,East
0.6363636363636364,0.6190476190476191,East
0.6818181818181818,0.4761904761904762,East
0.6818181818181818,0.4761904761904762,East
0.6818181818181818,0.4761904761904762,East
0.6818181818181818,0.4761904761904762,East
0.6818181818181818,0.5238095238095238,East
0.6818181818181818,0.5238095238095238,East
0.6818181818181818,0.5238095238095238,East
0.6818181818181818,0.5238095238095238,East
0.7272727272727273,0.5238095238095238,East
0.7272727272727273,0.5714285714285714,East
0.7272727272727273,0.5714285714285714,East
0.7272727272727273,0.5714285714285714,East
0.7272727272727273,0.5714285714285714,East
0.7272727272727273,0.5714285714285714,East
0.7272727272727273,0.6190476190476191,East
0.7272727272727273,0.6190476190476191,East
0.7272727272727273,0.6190476190476191,East
0.7272727272727273,0.6190476190476191,East
0.6818181818181818,0.6190476190476191,East
0.6818181818181818,0.6666666666666667,East
0.6818181818181818,0.6666666666666667,East
0.6818181818181818,0.6666666666666667,East
0.6818181818181818,0.6666666666666667,East
0.7272727272727273,0.6666666666666667,East
0.6818181818181818,0.6666666666666667,East
0.6818181818181818,0.6666666666666667,East
0.6818181818181818,0.6666666666666667,East
0.6818181818181818,0.6666666666666667,East
0.6818181818181818,0.7142857142857143,East
0.6818181818181818,0.6666666666666667,East
0.6818181818181818,0.6666666666666667,East
0.6818181818181818,0.6666666666666667,East
0.6818181818181818,0.6666666666666667,East
0.7272727272727273,0.6666666666666667,East
0.7272727272727273,0.6190476190476191,East
0.7272727272727273,0.6190476190476191,East
0.7272727272727273,0.6190476190476191,East
0.7272727272727273,0.6190476190476191,East
0.7272727272727273,0.5714285714285714,East
0.7272727272727273,0.5238095238095238,East
0.7272727272727273,0.5238095238095238,East
0.7272727272727273,0.5238095238095238,East
0.7272727272727273,0.5238095238095238,East
0.7272727272727273,0.5238095238095238,East
0.7272727272727273,0.4761904761904762,East
0.7272727272727273,0.4761904761904762,East
0.7272727272727273,0.4761904761904762,East
0.7272727272727273,0.4761904761904762,East
0.7272727272727273,0.4285714285714286,East
0.6818181818181818,0.4285714285714286,East
0.6818181818181818,0.4285714285714286,East
0.6818181818181818,0.4285714285714286,East
0.6818181818181818,0.4285714285714286,East
0.6818181818181818,0.4285714285714286,East
0.6363636363636364,0.4285714285714286,East
0.6363636363636364,0.4285714285714286,East
0.6363636363636364,0.4285714285714286,East
