@RELATION Prueva_4_Filtrados_Clase

@ATTRIBUTE dist_nearest_ghost_x REAL
@ATTRIBUTE dist_nearest_ghost_y REAL
@ATTRIBUTE action {East,North,South,West}

@DATA
0.6818181818181818,0.6818181818181819,North
0.6818181818181818,0.6818181818181819,North
0.6818181818181818,0.6818181818181819,North
0.6818181818181818,0.6818181818181819,North
0.6818181818181818,0.6818181818181819,North
0.6818181818181818,0.6818181818181819,North
0.7272727272727273,0.6818181818181819,North
0.7272727272727273,0.6818181818181819,North
0.7272727272727273,0.6818181818181819,North
0.7272727272727273,0.6818181818181819,North
0.7272727272727273,0.6818181818181819,North
0.6818181818181818,0.6818181818181819,North
0.6818181818181818,0.6818181818181819,North
0.6818181818181818,0.6818181818181819,North
0.6818181818181818,0.6818181818181819,North
0.6818181818181818,0.6818181818181819,South
0.6818181818181818,0.7272727272727273,South
0.6818181818181818,0.7272727272727273,South
0.6818181818181818,0.7272727272727273,South
0.6818181818181818,0.7272727272727273,South
0.6818181818181818,0.7272727272727273,East
0.6818181818181818,0.6818181818181819,East
0.6818181818181818,0.6818181818181819,East
0.6818181818181818,0.6818181818181819,East
0.6818181818181818,0.6818181818181819,East
0.6818181818181818,0.6818181818181819,East
0.6818181818181818,0.6818181818181819,East
0.6818181818181818,0.6818181818181819,East
0.6818181818181818,0.6818181818181819,East
0.6818181818181818,0.6818181818181819,East
0.6818181818181818,0.6818181818181819,East
0.6818181818181818,0.6363636363636364,East
0.6818181818181818,0.6363636363636364,East
0.6818181818181818,0.6363636363636364,East
0.6818181818181818,0.6363636363636364,East
0.6818181818181818,0.6363636363636364,South
0.7272727272727273,0.5909090909090909,South
0.7272727272727273,0.5909090909090909,South
0.7272727272727273,0.5909090909090909,South
0.7272727272727273,0.5909090909090909,South
0.7272727272727273,0.5909090909090909,South
0.7272727272727273,0.5,South
0.7272727272727273,0.5,South
0.7272727272727273,0.5,South
0.7272727272727273,0.5,South
0.7272727272727273,0.5,South
0.6818181818181818,0.4545454545454546,South
0.6818181818181818,0.4545454545454546,South
0.6818181818181818,0.4545454545454546,South
0.6818181818181818,0.4545454545454546,South
0.6818181818181818,0.4545454545454546,West
0.6818181818181818,0.4545454545454546,West
0.6818181818181818,0.4545454545454546,West
0.6818181818181818,0.4545454545454546,West
0.6818181818181818,0.4545454545454546,West
0.6818181818181818,0.4545454545454546,West
0.6363636363636364,0.4090909090909091,West
0.6363636363636364,0.4090909090909091,West
0.6363636363636364,0.4090909090909091,West
0.6363636363636364,0.4090909090909091,West
0.6363636363636364,0.4090909090909091,West
0.6363636363636364,0.4090909090909091,West
0.6363636363636364,0.4090909090909091,West
0.6363636363636364,0.4090909090909091,West
0.6363636363636364,0.4090909090909091,West
0.6363636363636364,0.4090909090909091,South
0.5909090909090909,0.4545454545454546,South
0.5909090909090909,0.4545454545454546,South
0.5909090909090909,0.4545454545454546,South
0.5909090909090909,0.4545454545454546,South
0.5909090909090909,0.4545454545454546,South
0.5454545454545454,0.5,South
0.5454545454545454,0.5,South
0.5454545454545454,0.5,South
0.5454545454545454,0.5,South
0.5454545454545454,0.5,South
0.5454545454545454,0.5454545454545455,South
0.5454545454545454,0.5454545454545455,South
0.5454545454545454,0.5454545454545455,South
0.5454545454545454,0.5454545454545455,South
